LABEL,TEXT
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), login to lucozade.co.uk/wrc "
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
ham,Arun can u transfr me d amt
ham,That's the way you should stay oh.
ham,Thanks love. But am i doing torch or bold.
ham,No need to buy lunch for me.. I eat maggi mee..
ham,what is your account number?
ham,"Dude u knw also telugu..thts gud..k, gud nyt.."
ham,I went to project centre
ham,Now project pa. After that only i can come.
ham,Eh u send wrongly lar...
ham,when you and derek done with class?
ham,dont make ne plans for nxt wknd coz she wants us to come down then ok
spam,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p
ham,Still work going on:)it is very small house.
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
spam,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity
ham,"I'm not smoking while people use \wylie smokes too much\"" to justify ruining my shit"""
spam,<Forwarded from 88877>FREE entry into our å£250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com
ham,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit"
ham,"I've got ten bucks, jay is being noncomittal"
ham,Saw Guys and Dolls last night with Patrick Swayze it was great
ham,"Same, I'm at my great aunts anniversary party in tarpon springs"
ham,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! "
spam,"Todays Vodafone numbers ending 7548 are selected to receive a Rs.2,00,000 award. If you have a match please call 8536074310 quoting claim code 4041 standard rates apply"
ham,Ok... C ya...
ham,Customer place i will call you
ham,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one Ì_ cut ur hair. 
ham,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash"
ham,We have all rounder:)so not required:)
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
ham,I plane to give on this month end.
spam,You have an important customer service announcement from PREMIER.
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
ham,Wife.how she knew the time of murder exactly
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565
ham,Yup i'm free...
ham,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer."
spam,"Local Covid19 Study: Compensation up to $1,220! Qualify Here:1200cash4study1.com/"
spam,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls Â£1/minMobsmoreLKPOBOX177HP51FL
ham,Am i that much dirty fellow?
ham,Wait 2 min..stand at bus stop
spam,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just Â£1.50 per wk 2 opt out send STOP 08452810071 16
ham,Ok then no need to tell me anything i am going to sleep good night
ham,"You aren't coming home between class, right? I need to work out and shower!"
ham,Erm. I thought the contract ran out the4th of october.
ham,I had askd u a question some hours before. Its answer
ham,Does uncle timi help in clearing cars
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records"
ham,Oh :-)only 4 outside players allowed to play know
ham,First answer my question.
ham,I've not sent it. He can send me.
spam,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?
ham,"What do u reckon as need 2 arrange transport if u can't do it, thanks"
ham,Morning only i can ok.
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
ham,Yup
spam,Missed call alert. These numbers called but left no message. 07008009200
ham,Nt joking seriously i told
ham,U havenåÕt lost me ill always b here 4u.i didnåÕt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thatåÕs what itried2tell urmom.i careabout u
ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?
ham,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life."
ham,Watching tv now. I got new job :)
spam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)"
ham,Doing project w frens lor. 
ham,Cab is available.they pick up and drop at door steps.
ham,Wait  &lt;#&gt;  min..
ham,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.
ham,"Sorry,  in meeting I'll call you later"
ham,"It's fine, imma get a drink or somethin. Want me to come find you?"
ham,Check with nuerologist.
ham,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*
spam,WE WILL HOLD YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH 6200992462
ham,ÌÏ log off 4 wat. It's sdryb8i
ham,My uncles in Atlanta. Wish you guys a great semester.
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594
ham,Your bill at 3 is å£33.65 so thats not bad!
spam,Please CALL 08712402972 immediately as there is an urgent message waiting for you
ham,Take us out shopping and Mark will distract Isaiah.=D
ham,Ryder unsold.now gibbs.
ham,Anything...
ham,Already one guy loving you:-.
ham,Will be office around 4 pm. Now i am going hospital.
ham,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG
ham,"Awesome, that gonna be soon or later tonight?"
ham,On the road so cant txt
ham,I am on the way to ur home
ham,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...
ham,Mm not entirely sure i understood that text but hey. Ho. Which weekend?
ham,"Nope. Since ayo travelled, he has forgotten his guy"
spam,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r
ham,After completed degree. There is no use in joining finance.
ham,"sorry brah, just finished the last of my exams, what up"
ham,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.
spam,	Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!
ham,what are your new years plans?
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888!
ham,will you like to be spoiled? :)
ham,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.
ham,Sending you greetings of joy and happiness. Do have a gr8 evening
ham,We stopped to get ice cream and will go back after
ham,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p "
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a Â£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
ham,Stop knowing me so well!
ham,Wat time Ì_ wan today?
ham,What's happening with you. Have you gotten a job and have you begun registration for permanent residency
ham,How do you plan to manage that
ham,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about \the cave\"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing."""
spam,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.
spam,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones
ham,"It could work, we'll reach a consensus at the next meeting"
ham,Ok.
ham,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it."
ham,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?
ham,....photoshop makes my computer shut down.
spam,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN.
ham,Ok
ham,I'll text now! All creepy like so he won't think that we forgot
ham,"Aight, can you text me the address?"
ham,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...
ham,No no. I will check all rooms befor activities
spam,URGENT! Your Mobile number has been awarded with a Â£2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only
ham,I have many dependents
ham,Great! I shoot big loads so get ready!
ham,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
ham,I wish u were here. I feel so alone
ham,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.
ham,But you dint in touch with me.
ham,Check audrey's status right now
ham,I re-met alex nichols from middle school and it turns out he's dealing!
ham,I emailed yifeng my part oredi.. Can Ì_ get it fr him..
ham,I'm still looking for a car to buy. And have not gone 4the driving test yet.
ham,"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDåÕS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\"""""
ham,What about this one then.
ham,Now only i reached home. . . I am very tired now. . I will come tomorro
ham,Dai i downloaded but there is only exe file which i can only run that exe after installing.
ham,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.
ham,Sorry * was at the grocers.
spam,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705
ham,Then ur sis how?
ham,Ok ill send you with in  &lt;DECIMAL&gt;  ok.
spam,"WELL DONE! Your 4* Costa Del Sol Holiday or Â£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, CostÂ£1.50/pm, Max10mins"
ham,So i'm doing a list of buyers.
ham,Where did u go? My phone is gonna die you have to stay in here
spam,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available"
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
ham,Where u been hiding stranger?
ham,S now only i took tablets . Reaction morning only.
ham,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-)
ham,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy
ham,Shb b ok lor... Thanx...
ham,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can"
ham,"K I'm leaving soon, be there a little after 9"
ham,Well obviously not because all the people in my cool college life went home ;_;
ham,K still are you loving me.
ham,Can come my room but cannot come my house cos my house still messy... Haha...
spam,PRIVATE! Your 2003 Account Statement for shows 1000 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04
ham,Aiyah e rain like quite big leh. If drizzling i can at least run home.
ham,When should I come over?
ham, what number do u live at? Is it 11?
ham,Great. Never been better. Each day gives even more reasons to thank God
ham,I was at bugis juz now wat... But now i'm walking home oredi... ÌÏ so late then reply... I oso saw a top dat i like but din buy... Where r Ì_ now? 
ham,"It's ok, at least armand's still around"
ham,"Sorry, I'll call later ok bye"
ham,Where wuld I be without my baby? The thought alone mite break me and I donåÕt wanna go crazy but everyboy needs his lady xxxxxxxx
spam,"Dear PAYTM customer your paytm KYC has been suspended, paytm office PH 6291628992 Account will block within 24 hour. Thank you. PAYTM TEAM"
ham,Going for dinner.msg you after.
ham,Sent me ur email id soon
ham,"that would be good Û_ I'll phone you tomo lunchtime, shall I, to organise something?"
ham,No calls..messages..missed calls
ham,Ok Chinese food on its way. When I get fat you're paying for my lipo.
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
ham,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :)
spam,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you
ham,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss."
ham,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ..."
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
ham,Nobody can decide where to eat and dad wants Chinese
ham,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love
ham,TELL HER I SAID EAT SHIT.
ham,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap
ham,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends
ham,"Hey, iouri gave me your number, I'm wylie, ryan's friend"
ham,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..
ham,Sorry for the delay. Yes masters
spam,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/Ì¼1.20 POBOXox36504W45WQ 16+"
ham,"IÛ÷ll leave around four, ok?"
ham,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.
ham,"Haha awesome, be there in a minute"
ham,You unbelievable faglord
ham,at bruce b downs &amp; fletcher now
ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
ham,Well. Balls. Time to make calls
ham,"I'm back, lemme know when you're ready"
ham,Thts god's gift for birds as humans hav some natural gift frm god..
spam,"WIN: We have a winner! Mr. T. Tilo won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
spam,WE WILL HOLD YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH 6299257179
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062"
ham,"Ah, well that confuses things, doesnÛ÷t it?"
spam,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription"
ham,Happy New Year Princess!
spam,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!"
ham,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x"
ham,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-)
spam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p "
ham,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out"
ham,Good Morning my Dear Shijutta........... Have a great &amp; successful day.
ham,Go where n buy? Juz buy when we get there lar.
ham,"We are hoping to get away by 7, from Langport. You still up for town tonight?"
ham,"\HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!\"""""
ham,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea"
spam,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS)
spam,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply"
ham,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt;  lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\"""""
ham,"whatever, im pretty pissed off."
ham,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd.
ham,Yeah I don't see why not
ham,"Yo, you around? Just got my car back"
ham,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*"
spam,WINNER!! As a valued network customer you have been selected to receivea Â£900 prize reward! To claim call 09061701462. Claim code KL345.
ham,ok. I am a gentleman and will treat you with dignity and respect.
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
ham,I'm not. She lip synced with shangela.
ham,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx
ham,I'll text you when I drop x off
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic "
ham,I sent them. Do you like?
spam,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+
ham,So when do you wanna gym harri
ham,Ok lor then we go tog lor...
spam,Reply to win Â£100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service
spam,UÛªve Bin Awarded å£50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min å£50-å£500. OptOut 08718727870
ham,"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not."
ham,S.i think he is waste for rr..
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today."
ham,"Alright, we're all set here, text the man"
ham,Also remember the beads don't come off. Ever.
ham,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx
ham,Tell me something. Thats okay.
spam,You have 1 new message. Please call 08715205273
ham,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\"""""
ham,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.
ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.
spam,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp
ham,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?
ham,S:-)if we have one good partnership going we will take lead:)
ham,"Thanks da thangam, i feel very very happy dear. I also miss you da."
ham,Am also doing in cbe only. But have to pay.
ham,Aiyah then i wait lor. Then u entertain me. Hee...
spam,"Free Msg: get Gnarls Barkleys ""Crazy"" ringtone TOTALLY FREE just reply GO to this message right now!"
ham,I'm at home. Please call
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX
spam,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
ham,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night
ham,It's Ì© only $140 ard...Ìä rest all ard $180 at least...Which is Ì© price 4 Ì© 2 bedrm ($900)
ham,Yup n her fren lor. I'm meeting my fren at 730.
ham,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.
ham,Yeah that'd pretty much be the best case scenario
ham,At home by the way
ham,Sry da..jst nw only i came to home..
ham,How much is torch in 9ja.
spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question call  08452810075
spam,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)"
ham,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore
ham,"\Pete can you please ring meive hardly gotany credit\"""""
ham,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie
ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
ham,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ"
ham,Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?
ham,"\BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & IåÕLLSPEAK 2U SOONLOTS OF LOVEME XXXX.\"""""
ham,U still havent got urself a jacket ah?
ham,Sorry da thangam.it's my mistake.
ham,Its ok..come to my home it vl nice to meet and v can chat..
ham,Thank you baby! I cant wait to taste the real thing...
ham,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc."
ham,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day
ham,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget"
ham,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(
ham,"Thanx 4 the time weåÕve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx"
ham,East coast
ham,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-)
ham,\Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But
spam,"FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only å£1.50/wk."""
spam,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow
ham,"Its ok, if anybody asks abt me, u tel them..:-P"
ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate "
spam,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+
ham,Dear got bus directly to calicut
ham,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance.."""
ham,"Sorry, I'll call later"
spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
ham,Are u awake? Is there snow there?
ham,Hey i will be late ah... Meet you at 945+
ham,"Sorry, I'll call you  later. I am in meeting sir."
spam,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate"
ham,How are you. Wish you a great semester
ham,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.
ham,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe
spam,	We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
ham,"Just checked out, heading out to drop off my stuff now"
ham,I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.
ham,Simply sitting and watching match in office..
ham,Yo guess what I just dropped
ham,"Some friends want me to drive em someplace, probably take a while"
ham,Beerage?
ham,Play w computer? Aiyah i tok 2 u lor?
ham,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)
spam,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
ham,Was the actual exam harder than NBME
ham,"Jay told me already, will do"
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
spam,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com
ham,Sac needs to carry on:)
ham,Was doing my test earlier. I appreciate you. Will call you tomorrow.
ham,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX
ham,You will be in the place of that man
ham,What is the plural of the noun research?
ham,Merry christmas to u too annie!
ham,His frens go then he in lor. Not alone wif my mum n sis lor.
ham,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?
ham,How much it will cost approx . Per month.
ham,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?"
ham,So li hai... Me bored now da lecturer repeating last weeks stuff waste time... 
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
spam,You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 12 days.
ham,What happened in interview?
ham,U still going to the mall?
ham,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
ham,From here after The performance award is calculated every two month.not for current one month period..
spam,Dear Customer your pyatm wallet Has been booked and hold Your amount please complete your kyc contact customer care 8536074310
